PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked,Has_Cabin,FamilySize,IsAlone,AgeGroup,FareGroup,Title
393,0,1,"Passenger_393, Mr/Mrs. John",male,41.0,0,3,A/5 78519,20.47200707876053,S,0,4,0,Middle-aged,Medium,Rare
394,1,2,"Passenger_394, Mr/Mrs. John",female,61.0,0,0,A/5 66411,67.16442146480942,S,0,1,1,Senior,Very High,Rare
395,0,3,"Passenger_395, Mr/Mrs. John",male,41.0,0,0,A/5 65206,1.3156820898943986,Q,1,1,1,Middle-aged,Low,Rare
396,1,1,"Passenger_396, Mr/Mrs. John",male,41.0,0,0,A/5 56950,52.28475969705574,S,1,1,1,Middle-aged,Very High,Rare
397,1,2,"Passenger_397, Mr/Mrs. John",female,73.0,0,0,A/5 12523,14.733753131084253,S,0,1,1,Senior,Medium,Rare
398,1,1,"Passenger_398, Mr/Mrs. John",male,45.0,0,0,A/5 70926,61.70872236190563,S,1,1,1,Middle-aged,Very High,Rare
399,1,1,"Passenger_399, Mr/Mrs. John",male,58.0,0,0,A/5 19677,51.856450285282186,S,0,1,1,Middle-aged,Very High,Rare
400,1,2,"Passenger_400, Mr/Mrs. John",male,64.0,0,0,A/5 85828,13.724126609201178,S,0,1,1,Senior,Medium,Rare
401,0,1,"Passenger_401, Mr/Mrs. John",male,59.0,0,0,A/5 25089,37.88053693006506,S,1,1,1,Middle-aged,High,Rare
402,0,3,"Passenger_402, Mr/Mrs. John",male,41.0,0,0,A/5 14581,5.565321227809098,S,1,1,1,Middle-aged,Low,Rare
403,0,3,"Passenger_403, Mr/Mrs. John",female,41.0,1,0,A/5 21907,72.51440906770195,S,0,2,0,Middle-aged,Very High,Rare
404,0,3,"Passenger_404, Mr/Mrs. John",female,29.0,0,1,A/5 15609,16.586844325786174,S,1,2,0,Adult,Medium,Rare
405,1,1,"Passenger_405, Mr/Mrs. John",female,41.0,0,0,A/5 61153,19.45977797646196,C,0,1,1,Middle-aged,Medium,Rare
406,1,1,"Passenger_406, Mr/Mrs. John",female,3.0,0,1,A/5 60539,39.147401375959376,S,0,2,0,Child,High,Rare
407,1,1,"Passenger_407, Mr/Mrs. John",female,36.0,1,0,A/5 54143,55.02327484276561,S,1,2,0,Middle-aged,Very High,Rare
408,0,3,"Passenger_408, Mr/Mrs. John",female,62.0,2,0,A/5 32936,8.628358636673088,C,0,3,0,Senior,Low,Rare
409,0,3,"Passenger_409, Mr/Mrs. John",male,41.0,0,0,A/5 60182,34.64923412365635,Q,0,1,1,Middle-aged,High,Rare
410,0,1,"Passenger_410, Mr/Mrs. John",female,13.0,0,2,A/5 23163,15.922469751473946,S,0,3,0,Teenager,Medium,Rare
411,0,3,"Passenger_411, Mr/Mrs. John",female,16.0,1,0,A/5 69758,14.719319210812737,S,0,2,0,Teenager,Medium,Rare
412,1,1,"Passenger_412, Mr/Mrs. John",male,59.0,0,0,A/5 56057,37.48052121623058,S,0,1,1,Middle-aged,High,Rare
413,1,3,"Passenger_413, Mr/Mrs. John",male,41.0,0,0,A/5 22537,15.670059737480724,C,0,1,1,Middle-aged,Medium,Rare
414,0,3,"Passenger_414, Mr/Mrs. John",male,2.0,0,0,A/5 32419,13.59404299777034,C,0,1,1,Child,Medium,Rare
415,0,3,"Passenger_415, Mr/Mrs. John",male,76.0,0,0,A/5 52578,57.83067661748699,C,0,1,1,Senior,Very High,Rare
416,1,3,"Passenger_416, Mr/Mrs. John",female,11.0,2,0,A/5 84991,3.416941991003199,S,0,3,0,Child,Low,Rare
417,0,3,"Passenger_417, Mr/Mrs. John",male,41.0,5,0,A/5 84599,36.053773026446095,S,0,6,0,Middle-aged,High,Rare
418,0,2,"Passenger_418, Mr/Mrs. John",male,41.0,1,0,A/5 10834,9.151489279341623,S,0,2,0,Middle-aged,Low,Rare
419,0,3,"Passenger_419, Mr/Mrs. John",female,12.0,0,0,A/5 42214,0.499827041599877,S,0,1,1,Child,Low,Rare
420,1,1,"Passenger_420, Mr/Mrs. John",male,23.0,1,0,A/5 12413,5.838037961618493,S,1,2,0,Adult,Low,Rare
421,0,3,"Passenger_421, Mr/Mrs. John",male,62.0,0,0,A/5 19505,29.858713292286534,S,1,1,1,Senior,High,Rare
422,0,3,"Passenger_422, Mr/Mrs. John",male,67.0,0,0,A/5 12105,39.515814128124056,S,0,1,1,Senior,High,Rare
423,0,3,"Passenger_423, Mr/Mrs. John",female,61.0,1,0,A/5 78104,0.6810451594789864,S,0,2,0,Senior,Low,Rare
424,0,3,"Passenger_424, Mr/Mrs. John",female,45.0,0,0,A/5 68408,1.1873732164073707,S,0,1,1,Middle-aged,Low,Rare
425,1,3,"Passenger_425, Mr/Mrs. John",male,21.0,0,3,A/5 47679,74.50671812485028,S,0,4,0,Adult,Very High,Rare
426,0,3,"Passenger_426, Mr/Mrs. John",female,13.0,0,2,A/5 89731,2.4362133991470984,S,0,3,0,Teenager,Low,Rare
427,0,3,"Passenger_427, Mr/Mrs. John",male,7.0,1,1,A/5 75131,71.87315650115872,S,1,3,0,Child,Very High,Rare
428,1,1,"Passenger_428, Mr/Mrs. John",female,53.0,0,0,A/5 74280,8.287541319674714,S,0,1,1,Middle-aged,Low,Rare
429,1,1,"Passenger_429, Mr/Mrs. John",female,4.0,0,0,A/5 25762,43.10854759863109,S,0,1,1,Child,High,Rare
430,0,2,"Passenger_430, Mr/Mrs. John",female,70.0,0,0,A/5 68703,11.861669131817278,S,1,1,1,Senior,Medium,Rare
431,0,1,"Passenger_431, Mr/Mrs. John",male,76.0,1,0,A/5 91434,62.63162398894099,Q,0,2,0,Senior,Very High,Rare
432,0,3,"Passenger_432, Mr/Mrs. John",female,41.0,1,0,A/5 73079,38.575685536927146,Q,0,2,0,Middle-aged,High,Rare
433,0,1,"Passenger_433, Mr/Mrs. John",female,37.0,0,1,A/5 31577,16.44328420920655,S,0,2,0,Middle-aged,Medium,Rare
434,1,3,"Passenger_434, Mr/Mrs. John",male,70.0,0,1,A/5 11214,2.539858953033093,S,0,2,0,Senior,Low,Rare
435,0,2,"Passenger_435, Mr/Mrs. John",female,35.0,0,1,A/5 96339,42.22029899901784,Q,0,2,0,Adult,High,Rare
436,1,1,"Passenger_436, Mr/Mrs. John",male,60.0,3,0,A/5 58114,30.70142197756995,S,1,4,0,Middle-aged,High,Rare
437,1,3,"Passenger_437, Mr/Mrs. John",female,41.0,0,0,A/5 99234,0.0933108841851016,S,0,1,1,Middle-aged,Low,Rare
438,1,3,"Passenger_438, Mr/Mrs. John",male,6.0,2,0,A/5 73230,0.3028641093951927,S,0,3,0,Child,Low,Rare
439,0,3,"Passenger_439, Mr/Mrs. John",female,59.0,0,0,A/5 42980,52.940752894588925,S,0,1,1,Middle-aged,Very High,Rare
440,0,3,"Passenger_440, Mr/Mrs. John",male,29.0,1,0,A/5 77194,9.609416250181749,S,0,2,0,Adult,Low,Rare
441,0,3,"Passenger_441, Mr/Mrs. John",male,77.0,1,0,A/5 87806,32.35099833023885,C,1,2,0,Senior,High,Rare
442,1,1,"Passenger_442, Mr/Mrs. John",male,2.0,1,0,A/5 47792,19.37693089794671,S,0,2,0,Child,Medium,Rare
443,0,3,"Passenger_443, Mr/Mrs. John",male,54.0,2,0,A/5 55807,63.70937861196332,Q,0,3,0,Middle-aged,Very High,Rare
444,1,3,"Passenger_444, Mr/Mrs. John",male,38.0,0,0,A/5 32301,79.63028045016951,S,0,1,1,Middle-aged,Very High,Rare
445,1,3,"Passenger_445, Mr/Mrs. John",male,41.0,0,1,A/5 15141,183.9045628977649,Q,0,2,0,Middle-aged,Very High,Rare
446,1,1,"Passenger_446, Mr/Mrs. John",male,43.0,0,0,A/5 23777,5.339604068101342,S,1,1,1,Middle-aged,Low,Rare
447,0,3,"Passenger_447, Mr/Mrs. John",male,61.0,1,1,A/5 48346,63.6003824991468,S,1,3,0,Senior,Very High,Rare
448,1,1,"Passenger_448, Mr/Mrs. John",male,35.0,0,0,A/5 64703,9.8968119808142,S,0,1,1,Adult,Medium,Rare
449,1,1,"Passenger_449, Mr/Mrs. John",female,16.0,0,0,A/5 57819,28.59488129958457,S,0,1,1,Teenager,High,Rare
450,0,2,"Passenger_450, Mr/Mrs. John",male,35.0,0,0,A/5 38469,22.55232054482732,S,0,1,1,Adult,Medium,Rare
451,0,3,"Passenger_451, Mr/Mrs. John",female,41.0,0,0,A/5 13845,0.5808603112173009,C,0,1,1,Middle-aged,Low,Rare
452,0,3,"Passenger_452, Mr/Mrs. John",female,54.0,0,3,A/5 33290,86.38895169296245,S,0,4,0,Middle-aged,Very High,Rare
453,1,3,"Passenger_453, Mr/Mrs. John",female,48.0,0,0,A/5 40699,2.610074942208375,S,0,1,1,Middle-aged,Low,Rare
454,0,3,"Passenger_454, Mr/Mrs. John",male,38.0,1,0,A/5 54252,37.29452807113517,C,0,2,0,Middle-aged,High,Rare
455,1,2,"Passenger_455, Mr/Mrs. John",female,41.0,0,0,A/5 13293,49.18876952567955,S,0,1,1,Middle-aged,Very High,Rare
456,0,2,"Passenger_456, Mr/Mrs. John",male,49.0,0,2,A/5 67089,50.75681370465543,S,0,3,0,Middle-aged,Very High,Rare
457,0,2,"Passenger_457, Mr/Mrs. John",male,32.0,0,0,A/5 26608,4.659124278899553,S,0,1,1,Adult,Low,Rare
458,0,3,"Passenger_458, Mr/Mrs. John",male,41.0,0,0,A/5 76273,18.98971074751527,S,0,1,1,Middle-aged,Medium,Rare
459,1,1,"Passenger_459, Mr/Mrs. John",female,58.0,1,0,A/5 26619,56.59529238558305,C,0,2,0,Middle-aged,Very High,Rare
460,0,3,"Passenger_460, Mr/Mrs. John",male,69.0,1,0,A/5 88006,11.536311383746249,C,0,2,0,Senior,Medium,Rare
461,0,3,"Passenger_461, Mr/Mrs. John",male,10.0,0,0,A/5 97908,20.180463567485155,S,0,1,1,Child,Medium,Rare
462,0,2,"Passenger_462, Mr/Mrs. John",female,68.0,1,0,A/5 91653,10.1934508088507,S,1,2,0,Senior,Medium,Rare
463,1,3,"Passenger_463, Mr/Mrs. John",female,19.0,1,0,A/5 24779,19.92910595175372,S,1,2,0,Adult,Medium,Rare
464,0,3,"Passenger_464, Mr/Mrs. John",male,74.0,1,1,A/5 61040,70.00993068957656,S,0,3,0,Senior,Very High,Rare
465,0,3,"Passenger_465, Mr/Mrs. John",male,41.0,0,0,A/5 66325,19.430318628858974,C,0,1,1,Middle-aged,Medium,Rare
466,0,3,"Passenger_466, Mr/Mrs. John",female,48.0,2,0,A/5 31630,25.975442446030048,S,0,3,0,Middle-aged,High,Rare
467,0,2,"Passenger_467, Mr/Mrs. John",male,24.0,0,0,A/5 22178,16.55919422697218,S,1,1,1,Adult,Medium,Rare
468,1,2,"Passenger_468, Mr/Mrs. John",male,55.0,0,0,A/5 29935,19.724901404963056,S,0,1,1,Middle-aged,Medium,Rare
469,0,3,"Passenger_469, Mr/Mrs. John",male,63.0,0,0,A/5 57258,0.4892961687665392,S,0,1,1,Senior,Low,Rare
470,0,3,"Passenger_470, Mr/Mrs. John",female,51.0,0,0,A/5 32784,10.67903174901502,S,0,1,1,Middle-aged,Medium,Rare
471,0,1,"Passenger_471, Mr/Mrs. John",female,50.0,0,0,A/5 73722,18.35945540138738,S,1,1,1,Middle-aged,Medium,Rare
472,0,3,"Passenger_472, Mr/Mrs. John",female,42.0,0,0,A/5 33027,32.146156447146694,S,1,1,1,Middle-aged,High,Rare
473,0,3,"Passenger_473, Mr/Mrs. John",female,25.0,0,0,A/5 67853,19.1338055808732,S,0,1,1,Adult,Medium,Rare
474,1,3,"Passenger_474, Mr/Mrs. John",male,32.0,1,0,A/5 77359,13.19082853194512,C,0,2,0,Adult,Medium,Rare
475,1,1,"Passenger_475, Mr/Mrs. John",male,18.0,1,0,A/5 82388,15.717898935902555,S,0,2,0,Teenager,Medium,Rare
476,0,3,"Passenger_476, Mr/Mrs. John",male,54.0,0,0,A/5 88608,8.87868627430522,C,0,1,1,Middle-aged,Low,Rare
477,0,3,"Passenger_477, Mr/Mrs. John",male,75.0,1,0,A/5 86669,82.67350082390905,S,0,2,0,Senior,Very High,Rare
478,0,1,"Passenger_478, Mr/Mrs. John",male,41.0,1,2,A/5 25111,23.603440197913883,S,1,4,0,Middle-aged,High,Rare
479,0,1,"Passenger_479, Mr/Mrs. John",female,41.0,1,1,A/5 42312,0.4320055200963921,S,0,3,0,Middle-aged,Low,Rare
480,0,3,"Passenger_480, Mr/Mrs. John",male,54.0,0,0,A/5 34161,0.6284103828751969,S,1,1,1,Middle-aged,Low,Rare
481,1,1,"Passenger_481, Mr/Mrs. John",female,65.0,1,0,A/5 77313,115.53595180282012,S,0,2,0,Senior,Very High,Rare
482,0,3,"Passenger_482, Mr/Mrs. John",male,4.0,2,1,A/5 60374,8.01034267551799,S,0,4,0,Child,Low,Rare
483,0,3,"Passenger_483, Mr/Mrs. John",male,76.0,1,1,A/5 34014,52.41216082555323,S,1,3,0,Senior,Very High,Rare
484,1,2,"Passenger_484, Mr/Mrs. John",male,41.0,0,1,A/5 90308,1.9213535778308248,S,1,2,0,Middle-aged,Low,Rare
485,1,3,"Passenger_485, Mr/Mrs. John",male,46.0,0,0,A/5 56389,81.29182429779337,S,0,1,1,Middle-aged,Very High,Rare
486,1,2,"Passenger_486, Mr/Mrs. John",female,41.0,0,0,A/5 28161,66.39322923598216,S,0,1,1,Middle-aged,Very High,Rare
487,0,3,"Passenger_487, Mr/Mrs. John",male,41.0,0,1,A/5 17490,27.08849745565392,C,0,2,0,Middle-aged,High,Rare
488,0,2,"Passenger_488, Mr/Mrs. John",male,59.0,0,0,A/5 34502,0.2892604717479757,S,0,1,1,Middle-aged,Low,Rare
489,0,3,"Passenger_489, Mr/Mrs. John",male,12.0,0,0,A/5 45757,9.54083780901977,Q,0,1,1,Child,Low,Rare
490,1,1,"Passenger_490, Mr/Mrs. John",male,20.0,1,0,A/5 51111,16.712379129576657,S,0,2,0,Adult,Medium,Rare
491,0,2,"Passenger_491, Mr/Mrs. John",male,3.0,1,0,A/5 93245,19.721756198113557,Q,0,2,0,Child,Medium,Rare
492,0,3,"Passenger_492, Mr/Mrs. John",female,13.0,0,0,A/5 68645,11.307659863738593,S,0,1,1,Teenager,Medium,Rare
493,1,2,"Passenger_493, Mr/Mrs. John",female,41.0,2,0,A/5 69055,1.072091973463594,S,0,3,0,Middle-aged,Low,Rare
494,0,3,"Passenger_494, Mr/Mrs. John",male,66.0,0,0,A/5 18998,28.54108523960559,Q,1,1,1,Senior,High,Rare
495,1,2,"Passenger_495, Mr/Mrs. John",female,26.0,0,0,A/5 38906,23.765197109902104,C,1,1,1,Adult,High,Rare
496,0,3,"Passenger_496, Mr/Mrs. John",male,40.0,1,0,A/5 80192,10.645770387709849,S,0,2,0,Middle-aged,Medium,Rare
497,1,1,"Passenger_497, Mr/Mrs. John",male,20.0,1,0,A/5 60477,1.238907100546982,S,0,2,0,Adult,Low,Rare
498,0,3,"Passenger_498, Mr/Mrs. John",male,41.0,2,0,A/5 46901,167.0489748472631,Q,0,3,0,Middle-aged,Very High,Rare
499,0,3,"Passenger_499, Mr/Mrs. John",male,30.0,0,0,A/5 62021,21.048107863036968,C,0,1,1,Adult,Medium,Rare
500,1,1,"Passenger_500, Mr/Mrs. John",male,55.0,1,1,A/5 39092,45.13934202112104,S,0,3,0,Middle-aged,Very High,Rare
501,1,1,"Passenger_501, Mr/Mrs. John",male,62.0,0,0,A/5 11242,19.26570281461979,S,0,1,1,Senior,Medium,Rare
502,0,1,"Passenger_502, Mr/Mrs. John",male,45.0,1,0,A/5 11831,1.412155063946437,S,0,2,0,Middle-aged,Low,Rare
503,0,3,"Passenger_503, Mr/Mrs. John",male,56.0,1,0,A/5 60721,11.8555269895018,C,1,2,0,Middle-aged,Medium,Rare
504,1,2,"Passenger_504, Mr/Mrs. John",male,41.0,0,1,A/5 38511,12.346382911948108,S,0,2,0,Middle-aged,Medium,Rare
505,0,3,"Passenger_505, Mr/Mrs. John",female,73.0,0,0,A/5 82782,58.31487168044556,S,0,1,1,Senior,Very High,Rare
506,0,2,"Passenger_506, Mr/Mrs. John",male,37.0,1,0,A/5 28302,33.983404839035266,S,0,2,0,Middle-aged,High,Rare
507,1,2,"Passenger_507, Mr/Mrs. John",male,57.0,0,0,A/5 65568,10.3096566573192,Q,0,1,1,Middle-aged,Medium,Rare
508,0,3,"Passenger_508, Mr/Mrs. John",male,20.0,0,0,A/5 13232,109.88562562566584,C,0,1,1,Adult,Very High,Rare
509,0,3,"Passenger_509, Mr/Mrs. John",male,53.0,1,1,A/5 61507,12.413838586946063,Q,1,3,0,Middle-aged,Medium,Rare
510,1,1,"Passenger_510, Mr/Mrs. John",male,49.0,0,1,A/5 86508,202.84968967861693,S,0,2,0,Middle-aged,Very High,Rare
511,1,1,"Passenger_511, Mr/Mrs. John",male,42.0,1,0,A/5 20683,178.02384442440808,S,1,2,0,Middle-aged,Very High,Rare
512,1,1,"Passenger_512, Mr/Mrs. John",male,19.0,0,0,A/5 33664,6.7909316959468855,S,0,1,1,Adult,Low,Rare
513,0,3,"Passenger_513, Mr/Mrs. John",male,50.0,0,0,A/5 43172,12.00141521318283,S,0,1,1,Middle-aged,Medium,Rare
514,0,3,"Passenger_514, Mr/Mrs. John",male,58.0,1,0,A/5 93641,21.299776207808524,S,0,2,0,Middle-aged,Medium,Rare
515,1,3,"Passenger_515, Mr/Mrs. John",male,20.0,0,0,A/5 74340,34.910200973584246,S,0,1,1,Adult,High,Rare
516,0,3,"Passenger_516, Mr/Mrs. John",male,41.0,0,0,A/5 97236,24.028058432007576,S,1,1,1,Middle-aged,High,Rare
517,0,3,"Passenger_517, Mr/Mrs. John",male,32.0,1,0,A/5 21017,111.61956446524474,S,1,2,0,Adult,Very High,Rare
518,0,3,"Passenger_518, Mr/Mrs. John",male,41.0,0,0,A/5 46613,41.19408492864098,S,0,1,1,Middle-aged,High,Rare
519,1,3,"Passenger_519, Mr/Mrs. John",female,41.0,0,2,A/5 96130,7.626051398548213,S,0,3,0,Middle-aged,Low,Rare
520,0,1,"Passenger_520, Mr/Mrs. John",male,40.0,0,0,A/5 86920,3.5532979615916886,C,1,1,1,Middle-aged,Low,Rare
521,0,1,"Passenger_521, Mr/Mrs. John",male,41.0,1,1,A/5 40348,37.313251430195166,Q,0,3,0,Middle-aged,High,Rare
522,0,2,"Passenger_522, Mr/Mrs. John",male,41.0,1,0,A/5 26448,5.520407969304419,Q,0,2,0,Middle-aged,Low,Rare
523,1,1,"Passenger_523, Mr/Mrs. John",female,41.0,1,0,A/5 19491,49.58866646064485,S,0,2,0,Middle-aged,Very High,Rare
524,1,3,"Passenger_524, Mr/Mrs. John",male,64.0,0,0,A/5 88648,11.92215127901696,S,0,1,1,Senior,Medium,Rare
525,0,3,"Passenger_525, Mr/Mrs. John",male,56.0,1,0,A/5 68759,12.667243621894084,S,0,2,0,Middle-aged,Medium,Rare
526,1,1,"Passenger_526, Mr/Mrs. John",male,41.0,0,0,A/5 54553,0.3474277815666003,S,1,1,1,Middle-aged,Low,Rare
527,1,1,"Passenger_527, Mr/Mrs. John",male,49.0,1,0,A/5 10968,38.63518044459413,S,0,2,0,Middle-aged,High,Rare
528,0,3,"Passenger_528, Mr/Mrs. John",male,13.0,0,5,A/5 10368,3.846862764013689,S,1,6,0,Teenager,Low,Rare
529,1,3,"Passenger_529, Mr/Mrs. John",male,41.0,1,0,A/5 83960,47.43293789979922,S,0,2,0,Middle-aged,Very High,Rare
530,1,2,"Passenger_530, Mr/Mrs. John",female,4.0,1,0,A/5 45010,21.66443750949243,S,0,2,0,Child,Medium,Rare
531,0,3,"Passenger_531, Mr/Mrs. John",male,41.0,0,2,A/5 64154,49.08074082271044,S,1,3,0,Middle-aged,Very High,Rare
532,1,1,"Passenger_532, Mr/Mrs. John",female,22.0,0,0,A/5 45851,28.06059026700204,S,0,1,1,Adult,High,Rare
533,1,1,"Passenger_533, Mr/Mrs. John",female,11.0,1,0,A/5 35496,2.7529591569046725,Q,0,2,0,Child,Low,Rare
534,0,3,"Passenger_534, Mr/Mrs. John",male,62.0,0,0,A/5 40936,46.43038482140228,S,0,1,1,Senior,Very High,Rare
535,1,3,"Passenger_535, Mr/Mrs. John",male,41.0,2,1,A/5 88858,2.3153634699125822,S,1,4,0,Middle-aged,Low,Rare
536,1,1,"Passenger_536, Mr/Mrs. John",male,40.0,0,3,A/5 77005,20.845852407979564,S,1,4,0,Middle-aged,Medium,Rare
537,0,3,"Passenger_537, Mr/Mrs. John",male,24.0,0,3,A/5 47493,6.053247032792577,S,0,4,0,Adult,Low,Rare
538,0,3,"Passenger_538, Mr/Mrs. John",male,60.0,0,0,A/5 79795,44.661727073727135,C,1,1,1,Middle-aged,High,Rare
539,1,3,"Passenger_539, Mr/Mrs. John",female,17.0,0,1,A/5 46390,77.62509060158192,S,0,2,0,Teenager,Very High,Rare
540,0,3,"Passenger_540, Mr/Mrs. John",female,57.0,2,0,A/5 20292,25.84701582286001,S,0,3,0,Middle-aged,High,Rare
541,0,3,"Passenger_541, Mr/Mrs. John",male,53.0,0,0,A/5 38365,23.96708298958874,C,0,1,1,Middle-aged,High,Rare
542,0,3,"Passenger_542, Mr/Mrs. John",male,9.0,1,0,A/5 27207,46.200561226953965,S,1,2,0,Child,Very High,Rare
543,0,3,"Passenger_543, Mr/Mrs. John",female,41.0,0,0,A/5 32912,0.1629361274104256,S,0,1,1,Middle-aged,Low,Rare
544,1,1,"Passenger_544, Mr/Mrs. John",female,18.0,0,3,A/5 90771,79.93910311964257,S,1,4,0,Teenager,Very High,Rare
545,1,1,"Passenger_545, Mr/Mrs. John",female,40.0,0,2,A/5 66572,7.038708693954825,S,0,3,0,Middle-aged,Low,Rare
546,0,2,"Passenger_546, Mr/Mrs. John",male,15.0,0,0,A/5 29276,132.56398520361313,S,1,1,1,Teenager,Very High,Rare
547,0,3,"Passenger_547, Mr/Mrs. John",male,41.0,3,0,A/5 15534,42.64859401197964,S,0,4,0,Middle-aged,High,Rare
548,0,1,"Passenger_548, Mr/Mrs. John",male,41.0,0,0,A/5 45670,47.62662946058728,S,0,1,1,Middle-aged,Very High,Rare
549,0,3,"Passenger_549, Mr/Mrs. John",male,32.0,0,1,A/5 72147,34.16652335960943,S,0,2,0,Adult,High,Rare
550,0,3,"Passenger_550, Mr/Mrs. John",male,20.0,0,0,A/5 46486,20.416681192419787,S,0,1,1,Adult,Medium,Rare
551,1,1,"Passenger_551, Mr/Mrs. John",male,41.0,0,0,A/5 75557,27.128402758343583,S,1,1,1,Middle-aged,High,Rare
552,1,3,"Passenger_552, Mr/Mrs. John",female,77.0,0,0,A/5 44268,1.5204482917653617,S,0,1,1,Senior,Low,Rare
553,0,2,"Passenger_553, Mr/Mrs. John",male,63.0,1,0,A/5 91335,31.29787051869861,S,0,2,0,Senior,High,Rare
554,0,3,"Passenger_554, Mr/Mrs. John",male,38.0,0,0,A/5 36336,31.48037826411905,Q,0,1,1,Middle-aged,High,Rare
555,1,1,"Passenger_555, Mr/Mrs. John",male,71.0,0,2,A/5 13641,70.98404075673284,S,0,3,0,Senior,Very High,Rare
556,0,3,"Passenger_556, Mr/Mrs. John",male,41.0,0,0,A/5 97132,22.54477986886932,C,0,1,1,Middle-aged,Medium,Rare
557,1,3,"Passenger_557, Mr/Mrs. John",male,16.0,3,0,A/5 42959,2.5690392002771043,Q,1,4,0,Teenager,Low,Rare
558,0,3,"Passenger_558, Mr/Mrs. John",male,68.0,0,0,A/5 23306,11.698101264043729,S,0,1,1,Senior,Medium,Rare
559,0,3,"Passenger_559, Mr/Mrs. John",female,62.0,0,0,A/5 56182,34.11318115533546,S,0,1,1,Senior,High,Rare
560,1,3,"Passenger_560, Mr/Mrs. John",male,6.0,0,3,A/5 84123,8.750788489320769,S,0,4,0,Child,Low,Rare
561,0,3,"Passenger_561, Mr/Mrs. John",male,60.0,0,0,A/5 66326,10.535597495077988,S,0,1,1,Middle-aged,Medium,Rare
562,0,3,"Passenger_562, Mr/Mrs. John",male,54.0,0,0,A/5 31498,54.95703920468126,S,0,1,1,Middle-aged,Very High,Rare
563,0,3,"Passenger_563, Mr/Mrs. John",female,39.0,0,0,A/5 80198,28.09084480648152,S,0,1,1,Middle-aged,High,Rare
564,1,1,"Passenger_564, Mr/Mrs. John",female,77.0,1,0,A/5 37197,22.731172905910437,S,0,2,0,Senior,High,Rare
565,1,3,"Passenger_565, Mr/Mrs. John",female,63.0,0,0,A/5 30719,12.268433560097176,C,1,1,1,Senior,Medium,Rare
566,0,3,"Passenger_566, Mr/Mrs. John",male,53.0,1,0,A/5 35032,42.00884514387384,S,0,2,0,Middle-aged,High,Rare
567,0,3,"Passenger_567, Mr/Mrs. John",male,28.0,0,0,A/5 69624,10.857023634106143,S,0,1,1,Adult,Medium,Rare
568,0,1,"Passenger_568, Mr/Mrs. John",male,22.0,0,0,A/5 88177,42.74696921369984,S,0,1,1,Adult,High,Rare
569,0,3,"Passenger_569, Mr/Mrs. John",male,38.0,0,0,A/5 51964,2.3257541553869228,S,0,1,1,Middle-aged,Low,Rare
570,0,2,"Passenger_570, Mr/Mrs. John",female,72.0,0,0,A/5 40028,63.97084125257185,C,1,1,1,Senior,Very High,Rare
571,1,3,"Passenger_571, Mr/Mrs. John",male,6.0,1,0,A/5 64646,22.152975456085368,S,0,2,0,Child,Medium,Rare
572,1,1,"Passenger_572, Mr/Mrs. John",female,10.0,0,0,A/5 91187,18.46904903029413,S,1,1,1,Child,Medium,Rare
573,0,3,"Passenger_573, Mr/Mrs. John",female,59.0,0,1,A/5 18536,30.21555587479096,S,1,2,0,Middle-aged,High,Rare
574,0,3,"Passenger_574, Mr/Mrs. John",male,59.0,0,2,A/5 66747,31.31766714503612,S,1,3,0,Middle-aged,High,Rare
575,1,1,"Passenger_575, Mr/Mrs. John",female,69.0,5,0,A/5 55712,4.531330928446882,C,0,6,0,Senior,Low,Rare
576,0,3,"Passenger_576, Mr/Mrs. John",male,41.0,0,0,A/5 16273,45.16943512126105,S,0,1,1,Middle-aged,Very High,Rare
577,0,2,"Passenger_577, Mr/Mrs. John",male,41.0,2,0,A/5 81820,10.331675376626674,S,1,3,0,Middle-aged,Medium,Rare
578,0,3,"Passenger_578, Mr/Mrs. John",male,22.0,0,0,A/5 84353,75.31127060787468,Q,0,1,1,Adult,Very High,Rare
579,0,3,"Passenger_579, Mr/Mrs. John",male,45.0,0,1,A/5 95914,54.49370872540415,S,1,2,0,Middle-aged,Very High,Rare
580,0,3,"Passenger_580, Mr/Mrs. John",male,49.0,0,0,A/5 60830,13.601753651984504,C,1,1,1,Middle-aged,Medium,Rare
581,0,3,"Passenger_581, Mr/Mrs. John",male,77.0,0,0,A/5 27127,52.7648953626632,S,0,1,1,Senior,Very High,Rare
582,1,3,"Passenger_582, Mr/Mrs. John",male,36.0,0,1,A/5 93488,14.101219269252406,S,0,2,0,Middle-aged,Medium,Rare
583,0,2,"Passenger_583, Mr/Mrs. John",male,15.0,0,1,A/5 21539,3.4052496008293858,S,0,2,0,Teenager,Low,Rare
584,0,2,"Passenger_584, Mr/Mrs. John",male,41.0,2,0,A/5 56761,104.55143518792414,S,0,3,0,Middle-aged,Very High,Rare
585,0,3,"Passenger_585, Mr/Mrs. John",male,72.0,1,0,A/5 56219,33.83309523335646,S,0,2,0,Senior,High,Rare
586,0,3,"Passenger_586, Mr/Mrs. John",male,23.0,1,0,A/5 24692,19.48764807321905,S,0,2,0,Adult,Medium,Rare
587,1,3,"Passenger_587, Mr/Mrs. John",male,8.0,0,0,A/5 93656,16.227885185774955,C,1,1,1,Child,Medium,Rare
