PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
525,0,3,"Passenger_525, Mr/Mrs. John",male,56.0,1,0,A/5 68759,12.667243621894084,,S
526,1,1,"Passenger_526, Mr/Mrs. John",male,,0,0,A/5 54553,0.34742778156660037,F183,S
527,1,1,"Passenger_527, Mr/Mrs. John",male,49.0,1,0,A/5 10968,38.635180444594134,,S
528,0,3,"Passenger_528, Mr/Mrs. John",male,13.0,0,5,A/5 10368,3.846862764013689,E187,S
529,1,3,"Passenger_529, Mr/Mrs. John",male,,1,0,A/5 83960,47.43293789979922,,S
530,1,2,"Passenger_530, Mr/Mrs. John",female,4.0,1,0,A/5 45010,21.66443750949243,,S
531,0,3,"Passenger_531, Mr/Mrs. John",male,,0,2,A/5 64154,49.08074082271044,C55,S
532,1,1,"Passenger_532, Mr/Mrs. John",female,22.0,0,0,A/5 45851,28.06059026700204,,S
533,1,1,"Passenger_533, Mr/Mrs. John",female,11.0,1,0,A/5 35496,2.7529591569046725,,Q
534,0,3,"Passenger_534, Mr/Mrs. John",male,62.0,0,0,A/5 40936,46.43038482140228,,S
535,1,3,"Passenger_535, Mr/Mrs. John",male,,2,1,A/5 88858,2.3153634699125822,C85,S
536,1,1,"Passenger_536, Mr/Mrs. John",male,40.0,0,3,A/5 77005,20.845852407979564,G183,S
537,0,3,"Passenger_537, Mr/Mrs. John",male,24.0,0,3,A/5 47493,6.053247032792577,,S
538,0,3,"Passenger_538, Mr/Mrs. John",male,60.0,0,0,A/5 79795,44.661727073727135,E117,C
539,1,3,"Passenger_539, Mr/Mrs. John",female,17.0,0,1,A/5 46390,77.62509060158192,,S
540,0,3,"Passenger_540, Mr/Mrs. John",female,57.0,2,0,A/5 20292,25.847015822860012,,S
541,0,3,"Passenger_541, Mr/Mrs. John",male,53.0,0,0,A/5 38365,23.96708298958874,,C
542,0,3,"Passenger_542, Mr/Mrs. John",male,9.0,1,0,A/5 27207,46.200561226953965,E122,S
543,0,3,"Passenger_543, Mr/Mrs. John",female,,0,0,A/5 32912,0.16293612741042568,,S
544,1,1,"Passenger_544, Mr/Mrs. John",female,18.0,0,3,A/5 90771,79.93910311964257,F17,S
545,1,1,"Passenger_545, Mr/Mrs. John",female,40.0,0,2,A/5 66572,7.038708693954825,,S
546,0,2,"Passenger_546, Mr/Mrs. John",male,15.0,0,0,A/5 29276,132.56398520361313,B118,S
547,0,3,"Passenger_547, Mr/Mrs. John",male,,3,0,A/5 15534,42.64859401197964,,S
548,0,1,"Passenger_548, Mr/Mrs. John",male,,0,0,A/5 45670,47.626629460587274,,S
549,0,3,"Passenger_549, Mr/Mrs. John",male,32.0,0,1,A/5 72147,34.16652335960943,,S
550,0,3,"Passenger_550, Mr/Mrs. John",male,20.0,0,0,A/5 46486,20.416681192419787,,S
551,1,1,"Passenger_551, Mr/Mrs. John",male,,0,0,A/5 75557,27.128402758343583,F123,S
552,1,3,"Passenger_552, Mr/Mrs. John",female,77.0,0,0,A/5 44268,1.5204482917653617,,S
553,0,2,"Passenger_553, Mr/Mrs. John",male,63.0,1,0,A/5 91335,31.29787051869861,,S
554,0,3,"Passenger_554, Mr/Mrs. John",male,38.0,0,0,A/5 36336,31.48037826411905,,Q
555,1,1,"Passenger_555, Mr/Mrs. John",male,71.0,0,2,A/5 13641,70.98404075673284,,S
556,0,3,"Passenger_556, Mr/Mrs. John",male,,0,0,A/5 97132,22.544779868869316,,C
557,1,3,"Passenger_557, Mr/Mrs. John",male,16.0,3,0,A/5 42959,2.5690392002771043,G34,Q
558,0,3,"Passenger_558, Mr/Mrs. John",male,68.0,0,0,A/5 23306,11.698101264043727,,S
559,0,3,"Passenger_559, Mr/Mrs. John",female,62.0,0,0,A/5 56182,34.11318115533546,,S
560,1,3,"Passenger_560, Mr/Mrs. John",male,6.0,0,3,A/5 84123,8.750788489320769,,S
561,0,3,"Passenger_561, Mr/Mrs. John",male,60.0,0,0,A/5 66326,10.535597495077987,,S
562,0,3,"Passenger_562, Mr/Mrs. John",male,54.0,0,0,A/5 31498,54.95703920468126,,S
563,0,3,"Passenger_563, Mr/Mrs. John",female,39.0,0,0,A/5 80198,28.09084480648152,,S
564,1,1,"Passenger_564, Mr/Mrs. John",female,77.0,1,0,A/5 37197,22.731172905910434,,S
565,1,3,"Passenger_565, Mr/Mrs. John",female,63.0,0,0,A/5 30719,12.268433560097177,C122,C
566,0,3,"Passenger_566, Mr/Mrs. John",male,53.0,1,0,A/5 35032,42.008845143873835,,S
567,0,3,"Passenger_567, Mr/Mrs. John",male,28.0,0,0,A/5 69624,10.857023634106143,,S
568,0,1,"Passenger_568, Mr/Mrs. John",male,22.0,0,0,A/5 88177,42.74696921369984,,S
569,0,3,"Passenger_569, Mr/Mrs. John",male,38.0,0,0,A/5 51964,2.3257541553869228,,S
570,0,2,"Passenger_570, Mr/Mrs. John",female,72.0,0,0,A/5 40028,63.97084125257185,E35,C
571,1,3,"Passenger_571, Mr/Mrs. John",male,6.0,1,0,A/5 64646,22.152975456085368,,S
572,1,1,"Passenger_572, Mr/Mrs. John",female,10.0,0,0,A/5 91187,18.46904903029413,A59,S
573,0,3,"Passenger_573, Mr/Mrs. John",female,59.0,0,1,A/5 18536,30.215555874790958,F134,S
574,0,3,"Passenger_574, Mr/Mrs. John",male,59.0,0,2,A/5 66747,31.317667145036122,E71,S
575,1,1,"Passenger_575, Mr/Mrs. John",female,69.0,5,0,A/5 55712,4.531330928446882,,C
576,0,3,"Passenger_576, Mr/Mrs. John",male,,0,0,A/5 16273,45.16943512126105,,S
577,0,2,"Passenger_577, Mr/Mrs. John",male,41.0,2,0,A/5 81820,10.331675376626674,E59,S
578,0,3,"Passenger_578, Mr/Mrs. John",male,22.0,0,0,A/5 84353,75.31127060787468,,Q
579,0,3,"Passenger_579, Mr/Mrs. John",male,45.0,0,1,A/5 95914,54.49370872540415,F18,S
580,0,3,"Passenger_580, Mr/Mrs. John",male,49.0,0,0,A/5 60830,13.601753651984504,B114,C
581,0,3,"Passenger_581, Mr/Mrs. John",male,77.0,0,0,A/5 27127,52.764895362663204,,S
582,1,3,"Passenger_582, Mr/Mrs. John",male,36.0,0,1,A/5 93488,14.101219269252406,,S
583,0,2,"Passenger_583, Mr/Mrs. John",male,15.0,0,1,A/5 21539,3.4052496008293858,,S
584,0,2,"Passenger_584, Mr/Mrs. John",male,,2,0,A/5 56761,104.55143518792414,,S
585,0,3,"Passenger_585, Mr/Mrs. John",male,72.0,1,0,A/5 56219,33.83309523335646,,S
586,0,3,"Passenger_586, Mr/Mrs. John",male,23.0,1,0,A/5 24692,19.487648073219052,,S
587,1,3,"Passenger_587, Mr/Mrs. John",male,8.0,0,0,A/5 93656,16.227885185774955,C180,C
588,0,3,"Passenger_588, Mr/Mrs. John",female,59.0,0,2,A/5 23334,12.563396528853307,,S
589,1,2,"Passenger_589, Mr/Mrs. John",female,28.0,0,1,A/5 38615,127.58898789975821,,S
590,0,3,"Passenger_590, Mr/Mrs. John",female,16.0,1,1,A/5 17903,4.631476341978476,,C
591,1,1,"Passenger_591, Mr/Mrs. John",female,17.0,2,0,A/5 38527,12.097660662056656,D161,S
592,1,3,"Passenger_592, Mr/Mrs. John",male,13.0,0,1,A/5 25629,21.265764393289498,,Q
593,0,1,"Passenger_593, Mr/Mrs. John",female,13.0,0,0,A/5 68008,20.80277822580523,A168,S
594,0,2,"Passenger_594, Mr/Mrs. John",male,21.0,0,0,A/5 93276,20.39871597990848,E56,S
595,1,2,"Passenger_595, Mr/Mrs. John",male,,0,0,A/5 36708,6.186317569719478,,S
596,1,2,"Passenger_596, Mr/Mrs. John",female,15.0,0,0,A/5 20860,5.010396719924831,,S
597,0,3,"Passenger_597, Mr/Mrs. John",male,74.0,0,0,A/5 27438,9.409892627003636,,S
598,1,2,"Passenger_598, Mr/Mrs. John",female,53.0,1,0,A/5 77300,78.70543495218433,C191,C
599,1,2,"Passenger_599, Mr/Mrs. John",female,,0,0,A/5 81545,3.839040453290194,,S
600,1,1,"Passenger_600, Mr/Mrs. John",female,,0,0,A/5 30842,45.32623245506616,,C
601,1,2,"Passenger_601, Mr/Mrs. John",female,52.0,4,0,A/5 70213,45.34250073062655,,C
602,1,1,"Passenger_602, Mr/Mrs. John",male,1.0,0,0,A/5 52372,53.10475314589473,,C
603,1,1,"Passenger_603, Mr/Mrs. John",male,75.0,0,0,A/5 78906,69.66305549520281,B78,S
604,0,3,"Passenger_604, Mr/Mrs. John",male,9.0,0,1,A/5 48744,9.766927218157372,,S
605,0,3,"Passenger_605, Mr/Mrs. John",male,12.0,0,0,A/5 67442,8.138367499912597,E73,C
606,0,3,"Passenger_606, Mr/Mrs. John",male,78.0,0,0,A/5 95990,20.0458928038839,,C
607,0,3,"Passenger_607, Mr/Mrs. John",female,8.0,1,0,A/5 13650,9.856195365085087,G17,Q
608,1,2,"Passenger_608, Mr/Mrs. John",female,62.0,0,1,A/5 55117,42.413600700527724,,S
609,0,3,"Passenger_609, Mr/Mrs. John",male,42.0,0,0,A/5 62772,32.333933669070056,E9,S
610,0,3,"Passenger_610, Mr/Mrs. John",male,11.0,0,0,A/5 13190,66.5389776304454,C134,S
611,0,3,"Passenger_611, Mr/Mrs. John",male,17.0,0,0,A/5 58113,2.7635988515357397,,S
612,0,1,"Passenger_612, Mr/Mrs. John",male,40.0,1,0,A/5 18789,78.91471666684077,,C
613,0,2,"Passenger_613, Mr/Mrs. John",female,6.0,1,0,A/5 42125,11.11097093544471,,S
614,0,2,"Passenger_614, Mr/Mrs. John",male,37.0,0,0,A/5 27459,21.590622191934614,E140,S
615,1,2,"Passenger_615, Mr/Mrs. John",male,54.0,1,0,A/5 45418,18.474943541012465,,S
616,0,3,"Passenger_616, Mr/Mrs. John",male,,0,0,A/5 57085,45.709303864012,,S
617,1,3,"Passenger_617, Mr/Mrs. John",male,11.0,3,0,A/5 28768,17.449664386009616,,S
618,1,3,"Passenger_618, Mr/Mrs. John",male,21.0,0,0,A/5 59961,91.9825828628371,E37,S
619,0,3,"Passenger_619, Mr/Mrs. John",male,63.0,3,0,A/5 91099,74.50401521975049,,C
620,1,3,"Passenger_620, Mr/Mrs. John",male,,1,0,A/5 37885,65.82351385697035,,C
621,0,3,"Passenger_621, Mr/Mrs. John",male,17.0,0,0,A/5 97421,2.365588956359032,,Q
622,0,3,"Passenger_622, Mr/Mrs. John",male,56.0,0,0,A/5 71082,61.62936851566207,,S
623,1,1,"Passenger_623, Mr/Mrs. John",female,66.0,4,0,A/5 16895,48.69085901658246,A45,S
624,0,1,"Passenger_624, Mr/Mrs. John",male,37.0,1,1,A/5 60311,3.496685688507598,,S
625,0,1,"Passenger_625, Mr/Mrs. John",male,68.0,0,2,A/5 99494,3.636248832846984,,S
626,0,3,"Passenger_626, Mr/Mrs. John",male,49.0,1,0,A/5 77067,3.412943243916814,,C
627,0,3,"Passenger_627, Mr/Mrs. John",female,58.0,0,0,A/5 81017,0.36471348286469246,D1,C
628,1,2,"Passenger_628, Mr/Mrs. John",male,58.0,0,0,A/5 33932,25.455277274119993,F19,S
629,1,3,"Passenger_629, Mr/Mrs. John",female,60.0,0,1,A/5 31360,116.05214331365981,,C
630,1,1,"Passenger_630, Mr/Mrs. John",male,58.0,0,0,A/5 64847,18.47912014146648,,S
631,0,3,"Passenger_631, Mr/Mrs. John",male,56.0,1,0,A/5 95468,24.90166048334032,,S
632,1,2,"Passenger_632, Mr/Mrs. John",male,1.0,0,1,A/5 48931,110.11443105250363,,S
633,1,1,"Passenger_633, Mr/Mrs. John",male,,1,0,A/5 65823,9.42770217293238,,Q
634,0,3,"Passenger_634, Mr/Mrs. John",female,63.0,0,1,A/5 48032,62.56785136020226,,S
635,0,2,"Passenger_635, Mr/Mrs. John",male,4.0,0,0,A/5 91426,25.296592350153023,,S
636,0,2,"Passenger_636, Mr/Mrs. John",male,,0,0,A/5 28807,26.96810889516904,,C
637,0,2,"Passenger_637, Mr/Mrs. John",male,,0,1,A/5 21767,13.450749387470884,,S
638,0,3,"Passenger_638, Mr/Mrs. John",male,56.0,0,0,A/5 18071,26.386811872244916,B63,Q
639,0,3,"Passenger_639, Mr/Mrs. John",male,14.0,0,0,A/5 63413,2.430574628536855,,C
640,0,2,"Passenger_640, Mr/Mrs. John",male,34.0,0,0,A/5 36149,46.29293445132715,F24,S
641,1,3,"Passenger_641, Mr/Mrs. John",female,,0,2,A/5 25540,10.721156303094276,F165,S
642,1,3,"Passenger_642, Mr/Mrs. John",male,,0,0,A/5 80248,69.94449440277192,C181,S
643,0,2,"Passenger_643, Mr/Mrs. John",male,,0,0,A/5 95435,14.676149440847256,D149,S
644,1,2,"Passenger_644, Mr/Mrs. John",female,20.0,1,0,A/5 29787,4.931588569744489,,C
645,1,1,"Passenger_645, Mr/Mrs. John",male,10.0,1,0,A/5 30982,38.09081905393688,,S
646,1,1,"Passenger_646, Mr/Mrs. John",female,,0,0,A/5 32606,5.754190905532793,,C
647,0,3,"Passenger_647, Mr/Mrs. John",male,67.0,0,0,A/5 20150,44.83602778715901,,S
648,0,1,"Passenger_648, Mr/Mrs. John",female,15.0,0,0,A/5 95929,110.25705373369783,,S
649,0,3,"Passenger_649, Mr/Mrs. John",male,53.0,2,2,A/5 56936,48.3871161799389,,C
650,0,3,"Passenger_650, Mr/Mrs. John",female,47.0,0,0,A/5 18593,0.7265621986255923,,S
651,1,1,"Passenger_651, Mr/Mrs. John",female,50.0,0,0,A/5 27358,29.312167768383578,,C
652,0,3,"Passenger_652, Mr/Mrs. John",male,4.0,0,0,A/5 92143,38.04130789968902,,S
653,1,2,"Passenger_653, Mr/Mrs. John",female,55.0,0,0,A/5 47381,55.858935846435415,,S
654,0,3,"Passenger_654, Mr/Mrs. John",male,,0,2,A/5 38074,1.8442098799867328,,S
655,0,3,"Passenger_655, Mr/Mrs. John",male,66.0,1,0,A/5 30595,20.93228321138323,,Q
656,1,3,"Passenger_656, Mr/Mrs. John",male,,0,0,A/5 54194,24.528504550202662,,S
657,0,3,"Passenger_657, Mr/Mrs. John",male,49.0,0,0,A/5 59377,5.9288240417836855,,S
658,0,1,"Passenger_658, Mr/Mrs. John",male,62.0,0,0,A/5 36853,12.4566927156573,G117,C
659,1,3,"Passenger_659, Mr/Mrs. John",male,38.0,0,0,A/5 83719,18.566864428829785,,C
660,0,3,"Passenger_660, Mr/Mrs. John",male,52.0,1,0,A/5 30661,57.312571904833824,F108,C
661,0,3,"Passenger_661, Mr/Mrs. John",female,25.0,0,0,A/5 60493,84.82663386749113,,C
662,1,3,"Passenger_662, Mr/Mrs. John",female,,1,0,A/5 46495,31.679958657473804,E142,
663,0,3,"Passenger_663, Mr/Mrs. John",male,,0,0,A/5 23703,16.0779591500146,,C
664,1,1,"Passenger_664, Mr/Mrs. John",male,47.0,0,0,A/5 63080,9.37828027077809,,S
665,1,1,"Passenger_665, Mr/Mrs. John",male,,2,3,A/5 40815,128.7975075661431,,S
666,0,3,"Passenger_666, Mr/Mrs. John",male,21.0,0,0,A/5 39565,130.42300751392878,,C
667,0,2,"Passenger_667, Mr/Mrs. John",male,23.0,1,0,A/5 73321,82.87871538573019,,C
668,0,3,"Passenger_668, Mr/Mrs. John",male,40.0,0,0,A/5 68453,49.28750173516303,,S
669,0,3,"Passenger_669, Mr/Mrs. John",male,52.0,1,0,A/5 98478,12.61434032384325,,S
670,1,2,"Passenger_670, Mr/Mrs. John",female,,0,0,A/5 43161,54.34469658264838,,S
671,1,1,"Passenger_671, Mr/Mrs. John",male,61.0,0,2,A/5 65991,16.81885114582043,,S
672,0,3,"Passenger_672, Mr/Mrs. John",male,53.0,1,0,A/5 19716,12.661531402103407,,Q
673,0,2,"Passenger_673, Mr/Mrs. John",male,56.0,2,2,A/5 43349,43.710843748967946,,S
674,0,3,"Passenger_674, Mr/Mrs. John",male,,1,0,A/5 57098,2.6561764493321274,,S
675,0,2,"Passenger_675, Mr/Mrs. John",male,69.0,1,0,A/5 10132,1.593008475380135,E132,S
676,1,3,"Passenger_676, Mr/Mrs. John",male,,1,2,A/5 61990,19.011947337753316,,Q
677,1,1,"Passenger_677, Mr/Mrs. John",male,65.0,0,0,A/5 78921,18.878042259475624,,C
678,1,3,"Passenger_678, Mr/Mrs. John",male,51.0,0,2,A/5 46538,72.3183556818478,,S
679,0,3,"Passenger_679, Mr/Mrs. John",female,76.0,0,0,A/5 17213,4.315202753522023,,S
680,0,3,"Passenger_680, Mr/Mrs. John",female,77.0,0,2,A/5 54223,4.210306801543843,A52,S
681,1,1,"Passenger_681, Mr/Mrs. John",male,63.0,0,0,A/5 78371,5.104847064133454,,S
682,1,3,"Passenger_682, Mr/Mrs. John",male,54.0,0,0,A/5 78274,0.965995163809162,,C
683,0,3,"Passenger_683, Mr/Mrs. John",male,73.0,0,0,A/5 14134,2.381904394872303,,S
684,1,1,"Passenger_684, Mr/Mrs. John",male,,1,0,A/5 49601,34.50966367934382,,S
685,0,1,"Passenger_685, Mr/Mrs. John",male,56.0,0,0,A/5 83889,18.07687401513605,,C
686,0,1,"Passenger_686, Mr/Mrs. John",male,31.0,0,0,A/5 25690,46.151774965757845,,S
687,0,3,"Passenger_687, Mr/Mrs. John",male,,0,0,A/5 11909,156.99094484835135,,S
688,0,3,"Passenger_688, Mr/Mrs. John",male,55.0,1,0,A/5 90032,34.431184351151245,C18,S
689,1,3,"Passenger_689, Mr/Mrs. John",male,1.0,1,1,A/5 22062,1.656734637717085,,S
690,1,1,"Passenger_690, Mr/Mrs. John",female,63.0,0,0,A/5 85386,3.5341843416402186,,S
691,1,2,"Passenger_691, Mr/Mrs. John",female,42.0,0,0,A/5 44731,68.11731560428095,A159,Q
692,0,3,"Passenger_692, Mr/Mrs. John",female,22.0,0,0,A/5 15153,23.99068637247023,,S
693,0,3,"Passenger_693, Mr/Mrs. John",male,8.0,0,0,A/5 20481,55.745255039463856,,S
694,0,3,"Passenger_694, Mr/Mrs. John",female,,0,0,A/5 76425,62.150508198087934,,S
695,1,1,"Passenger_695, Mr/Mrs. John",male,,0,0,A/5 73600,84.05053083818744,,S
696,1,3,"Passenger_696, Mr/Mrs. John",female,13.0,0,2,A/5 94981,95.75431053384138,G109,Q
697,0,2,"Passenger_697, Mr/Mrs. John",male,,0,1,A/5 81997,25.897267356410083,C83,Q
698,1,2,"Passenger_698, Mr/Mrs. John",female,78.0,2,0,A/5 38205,13.345995371258594,,S
699,0,3,"Passenger_699, Mr/Mrs. John",male,35.0,2,0,A/5 98887,104.53182363025299,,C
700,0,3,"Passenger_700, Mr/Mrs. John",female,72.0,0,0,A/5 91542,25.368342389239793,,S
701,0,3,"Passenger_701, Mr/Mrs. John",female,54.0,0,0,A/5 54149,2.125114947795059,,S
702,0,1,"Passenger_702, Mr/Mrs. John",male,13.0,0,0,A/5 59112,32.94060104979618,,S
703,0,1,"Passenger_703, Mr/Mrs. John",male,35.0,0,0,A/5 20940,28.350945704991137,,S
704,0,3,"Passenger_704, Mr/Mrs. John",female,,2,0,A/5 69010,72.36399211771425,,S
705,1,3,"Passenger_705, Mr/Mrs. John",male,58.0,0,0,A/5 86794,33.887043027625744,,C
706,1,2,"Passenger_706, Mr/Mrs. John",female,34.0,1,0,A/5 34485,13.73843741257661,,S
707,1,1,"Passenger_707, Mr/Mrs. John",male,,0,2,A/5 99299,108.41778821905541,,S
708,1,1,"Passenger_708, Mr/Mrs. John",male,20.0,3,0,A/5 11067,51.76218574688275,,S
709,1,3,"Passenger_709, Mr/Mrs. John",male,59.0,0,1,A/5 30607,31.852211492208674,,C
710,0,1,"Passenger_710, Mr/Mrs. John",male,18.0,1,4,A/5 71597,11.091802378992522,G37,S
711,0,2,"Passenger_711, Mr/Mrs. John",female,14.0,0,0,A/5 84554,14.965466446403987,,S
712,0,1,"Passenger_712, Mr/Mrs. John",male,7.0,0,0,A/5 58521,35.474287666351564,,S
713,0,2,"Passenger_713, Mr/Mrs. John",male,15.0,0,0,A/5 25187,2.390492052806445,,S
714,1,1,"Passenger_714, Mr/Mrs. John",male,35.0,0,3,A/5 13985,9.492141969066866,,C
715,0,3,"Passenger_715, Mr/Mrs. John",male,,2,3,A/5 53052,40.0453485252843,,C
716,1,1,"Passenger_716, Mr/Mrs. John",female,35.0,2,0,A/5 29563,20.926786044648054,,S
717,0,3,"Passenger_717, Mr/Mrs. John",female,48.0,1,0,A/5 57322,16.4743320588382,,S
718,0,1,"Passenger_718, Mr/Mrs. John",male,,0,1,A/5 71245,5.255528045401586,D8,S
719,0,3,"Passenger_719, Mr/Mrs. John",female,17.0,1,0,A/5 61514,18.660025781160467,,S
720,0,3,"Passenger_720, Mr/Mrs. John",female,50.0,0,1,A/5 28608,47.12605034949903,,C
721,0,3,"Passenger_721, Mr/Mrs. John",male,,0,2,A/5 77262,9.809363657843535,E142,S
722,0,3,"Passenger_722, Mr/Mrs. John",female,13.0,0,0,A/5 81327,0.17322134308165157,,C
723,0,2,"Passenger_723, Mr/Mrs. John",male,14.0,0,0,A/5 67225,35.33255213551023,,S
724,1,2,"Passenger_724, Mr/Mrs. John",male,79.0,0,0,A/5 83994,115.14187846308427,,S
725,1,3,"Passenger_725, Mr/Mrs. John",female,68.0,0,0,A/5 27221,29.87214241405783,,S
726,0,3,"Passenger_726, Mr/Mrs. John",male,16.0,0,0,A/5 58506,4.087826520907533,,S
727,0,3,"Passenger_727, Mr/Mrs. John",female,,1,1,A/5 30968,12.375716458637847,,Q
728,0,3,"Passenger_728, Mr/Mrs. John",female,28.0,0,2,A/5 92606,64.7117438547474,A182,S
729,0,3,"Passenger_729, Mr/Mrs. John",male,66.0,0,2,A/5 37937,8.470575985747805,,S
730,0,3,"Passenger_730, Mr/Mrs. John",female,8.0,0,0,A/5 72435,29.942975473647337,D131,S
731,0,1,"Passenger_731, Mr/Mrs. John",male,43.0,0,1,A/5 59508,16.489202471938103,,S
732,0,3,"Passenger_732, Mr/Mrs. John",male,45.0,0,0,A/5 51831,7.455890726182043,,S
733,0,3,"Passenger_733, Mr/Mrs. John",male,71.0,0,0,A/5 52933,53.722397896192554,,S
734,1,1,"Passenger_734, Mr/Mrs. John",female,57.0,0,0,A/5 57307,43.45673272607573,C45,S
735,0,3,"Passenger_735, Mr/Mrs. John",male,30.0,1,0,A/5 58340,34.67200802460706,,S
736,1,1,"Passenger_736, Mr/Mrs. John",male,18.0,0,2,A/5 96338,8.628100802274588,,S
737,0,3,"Passenger_737, Mr/Mrs. John",female,,1,0,A/5 53601,3.2954316131472634,F174,S
738,1,1,"Passenger_738, Mr/Mrs. John",female,39.0,0,0,A/5 85956,27.468725512442035,,S
739,0,3,"Passenger_739, Mr/Mrs. John",female,43.0,0,0,A/5 82178,25.814855724943047,,Q
740,0,3,"Passenger_740, Mr/Mrs. John",male,23.0,1,0,A/5 95311,6.679334422144874,,S
741,0,2,"Passenger_741, Mr/Mrs. John",male,6.0,0,0,A/5 38754,1.8524952228043858,,S
742,1,3,"Passenger_742, Mr/Mrs. John",male,4.0,0,0,A/5 53310,2.6928628637829717,,S
743,0,3,"Passenger_743, Mr/Mrs. John",female,6.0,1,0,A/5 79893,157.74888637596763,,S
744,1,3,"Passenger_744, Mr/Mrs. John",male,18.0,0,0,A/5 96799,48.977673959198846,,S
745,1,1,"Passenger_745, Mr/Mrs. John",male,73.0,1,1,A/5 58367,81.62834882024268,,S
746,1,2,"Passenger_746, Mr/Mrs. John",female,6.0,0,0,A/5 23201,6.943391417841559,,S
747,0,1,"Passenger_747, Mr/Mrs. John",male,63.0,1,0,A/5 12739,103.46211874863377,,S
748,0,3,"Passenger_748, Mr/Mrs. John",female,11.0,0,0,A/5 23231,4.925251771592604,A144,S
749,0,3,"Passenger_749, Mr/Mrs. John",female,4.0,0,0,A/5 52495,22.767290305107842,,S
750,0,3,"Passenger_750, Mr/Mrs. John",female,41.0,0,0,A/5 31168,56.64538721830781,,S
751,0,3,"Passenger_751, Mr/Mrs. John",male,32.0,0,0,A/5 42624,13.77537377040768,,Q
752,0,3,"Passenger_752, Mr/Mrs. John",male,70.0,0,2,A/5 20635,17.698786542973025,,S
753,0,3,"Passenger_753, Mr/Mrs. John",female,65.0,0,0,A/5 19964,4.389701121963536,,C
754,1,1,"Passenger_754, Mr/Mrs. John",female,11.0,0,1,A/5 37785,4.197094853729348,,C
755,0,3,"Passenger_755, Mr/Mrs. John",female,3.0,0,5,A/5 92797,30.92634946314717,,S
756,1,1,"Passenger_756, Mr/Mrs. John",male,76.0,0,0,A/5 94790,36.01822390488405,,S
757,0,3,"Passenger_757, Mr/Mrs. John",female,18.0,2,0,A/5 86928,48.06642287516104,,S
758,0,3,"Passenger_758, Mr/Mrs. John",female,,0,0,A/5 22336,26.03097767468411,,S
759,1,3,"Passenger_759, Mr/Mrs. John",female,23.0,0,2,A/5 87475,33.20891620980885,A44,S
760,0,1,"Passenger_760, Mr/Mrs. John",female,,0,2,A/5 37412,0.4355027753998337,,S
761,0,2,"Passenger_761, Mr/Mrs. John",female,69.0,0,0,A/5 92212,5.6621097895506605,,C
762,0,2,"Passenger_762, Mr/Mrs. John",male,30.0,2,1,A/5 85379,134.2092446564455,C93,S
763,0,2,"Passenger_763, Mr/Mrs. John",male,25.0,0,0,A/5 55591,2.5291577461897248,,S
764,1,1,"Passenger_764, Mr/Mrs. John",male,58.0,2,3,A/5 71750,36.34094814879337,,S
765,0,3,"Passenger_765, Mr/Mrs. John",male,41.0,0,2,A/5 45454,6.197921181017694,,S
766,0,3,"Passenger_766, Mr/Mrs. John",male,,1,0,A/5 72672,40.36206332297254,E45,S
767,1,2,"Passenger_767, Mr/Mrs. John",male,,0,0,A/5 37228,39.1725718140739,,S
768,1,2,"Passenger_768, Mr/Mrs. John",male,10.0,1,0,A/5 24429,8.538656390030184,,S
769,0,2,"Passenger_769, Mr/Mrs. John",male,11.0,0,0,A/5 94294,10.054721511113089,,S
770,0,3,"Passenger_770, Mr/Mrs. John",male,45.0,0,1,A/5 77808,34.03348750219458,,S
771,1,3,"Passenger_771, Mr/Mrs. John",female,64.0,0,0,A/5 92886,15.821996126193511,,S
772,0,3,"Passenger_772, Mr/Mrs. John",female,2.0,0,0,A/5 63015,6.923252186832529,E122,C
773,0,3,"Passenger_773, Mr/Mrs. John",male,42.0,2,0,A/5 98074,42.098351540228016,D61,S
774,0,3,"Passenger_774, Mr/Mrs. John",female,75.0,0,3,A/5 78936,5.357130023353187,E126,S
775,0,3,"Passenger_775, Mr/Mrs. John",male,18.0,0,0,A/5 90907,61.935055408822585,D162,S
776,1,1,"Passenger_776, Mr/Mrs. John",male,59.0,1,0,A/5 67378,23.133607244171888,,S
777,0,3,"Passenger_777, Mr/Mrs. John",male,6.0,0,0,A/5 47310,3.574869276282769,,S
778,0,1,"Passenger_778, Mr/Mrs. John",male,47.0,2,3,A/5 93683,37.90101084995401,A3,C
779,0,3,"Passenger_779, Mr/Mrs. John",female,42.0,1,1,A/5 78827,23.4312648304192,,S
780,1,2,"Passenger_780, Mr/Mrs. John",female,77.0,0,0,A/5 45256,11.324924461540403,,S
781,1,3,"Passenger_781, Mr/Mrs. John",male,2.0,1,0,A/5 86428,17.57168095280349,,S
782,1,3,"Passenger_782, Mr/Mrs. John",male,,0,0,A/5 48889,11.337699422444116,,S
783,0,3,"Passenger_783, Mr/Mrs. John",male,79.0,0,0,A/5 61428,9.766478166053869,C6,C
784,1,3,"Passenger_784, Mr/Mrs. John",male,7.0,0,0,A/5 47207,5.717068142102208,E60,C
785,0,2,"Passenger_785, Mr/Mrs. John",male,,0,2,A/5 60255,14.419843908501282,,S
786,0,1,"Passenger_786, Mr/Mrs. John",male,63.0,1,0,A/5 15409,9.247974866907658,,S
